id,Comment,Hate Category
4478,sule munde,Gender
148,Rip sonu gowda tika blast agirabeku superb vikas,Gender
1398,Super vikas Anna super Sonu bosudi,Gender
3538,Congress avaru Hoovu ittikondre BJP avaru Lalbag ne eduthare.,Political
524,Eee pratham yaaaw bwc.... Iwanige itihaasa abcd gothilla... Naayi tara bogalta iddaane.. Loafer....,Gender
4596,thumba chennagidale hudgiðð¥°thullu cleanidare chennagi keyyabaku.thullu tight irbahudhu ðð¥°ð¥°ð¥°ð¥°ð¥°,Gender
7673,Bere yenu news elllva nimge yake interview madtideya  evarana janake enu news kodtidera edirida,Others
2177,Nim appa huch sule magan,Gender
4383,Loper sule magane jds avren nin hendthi dengidra ella nin Amman kedidra boli magane,Political
6128,Miss Sonu Madoke bere kelsa ila andre hudki madi ethara worst agi home tour madi  don&#39;t waste your precious time Jana machilandru parvagila devru mecho hage madi swalpa nima life na meaning ful agi  lead madi... god bless you,Gender
1291,Avlaa buddi ele gotagtaa ede.. Avlaa tayigene... Evlu maryade kodtaa elaa.. Avraa tayi mundene kal mele kalna akond kuthavle.. Thu ????,Gender
5351,"Nin Kurukshetra Robert moviesge hogi bere rajyagallalli Kai chaachidaga yellogittu Swami ee maryade nindu. Nam tatte varigu bandre matrana gottagodu. Kannada cinema antiralla.. neevenu film Maadi laaba namge kodta edira Swami. Bere film Elli dudd madiru tax govtge hogodu, neen madidru tax governmentge hogodu.<br>Sambandane eeralla Elli nadita erodenu neen maatadta erodenu. Olle cinema madidre yellaru support madtare 1st olle cinema Maadi aaga Jana nodilla anta helu.<br>Stop making useless statements and learn how to act and make films first handitara tindu kudidu deha belasadre saldu buddi belsko. Chutiya",Geo-political
5254,Evlna Pakistan ge kalsi,Geo-political
1848,rakesh papanna bandre ninu hucche huykothiyaa sandesh ninu,Gender
7972,Un  nalayak c m entha sava,Political
2237,E thu thu media dhavaru entha news ge bega odi odi barthare ade nam d boss film release day ge obru bandilla,Others
4763,@Pradeep Kumar Narayanappa Shiroorkar  yaw topic ge yen matadtiya.. jai sree ram andre ningenaythu? Yarg huttidya?,Religion
5044,"Kurubaagedru Evanege reservation eedaru govt kelasa seegade vokkaligara sahayadeenda accidental AHINDA CM aada eevanu.. Yto Jana reservationeelade Govt employee agee jevana sarthaka madekondedaree.. Eevanu duduu maderodu evanu makalana dedree gothaguthadee.. Yella wastebodygaleu eetara beleyodu..Evanu helo kathee bare bogus...samanya Janara jeevana bere swamy.. Karnatakadale Yto Ramaiah eedaree.. Yaru neentara Ella.. Yaru neentara Kiuruba antha helkondu beledela swamy.. Nenu Kuruba agee huteede Neena qualification.. Bereawarege compare madedree neenu yeenu badava alla bedree.. Neenudu hindideshada hybrid family....Evandu Mysore maharajaru Tara Pan India Maharajara level.. Yte aadaru evarugalu pan India golla,kuruba,dalitara bracketge seredava..",Political
4091,gandstana ille iru gandasu,Gender
5689,Aa sulle maklna sumne bidbarddu,Gender
6409,"Ban her coming to india, avag buddi barate e bewarsi Gul gee",Gender
4052,Are bapre 1 kg nentey maganeashte saaka innu enu kodtira ee bosadigalige,Gender
4523,Idu thika ganchali    ivalige ide next,Gender
519,Koli na oddu odsi ipl endane ban madbeku,Gender
4962,Nindu leack agiddu video upload madu nodbeku nan nindu sonu,Gender
4602,Hoge muslim shata kelu nenu Nenaman bosaDK sule magane.,Religion
422,pork tinnu sulemagne musalmana,Religion
4072,"Ri nivella sinima bagge math adta ediro ella hindu, Muslim gala noduve birukannu untu madtidiro Thu nimma, edu ondu news channel a..nivella deaha drohi gala le. <br>???????",Others
3603,Soole makle rss aur amman keyybek,Political
2423,Yappa en durankara evlge.....ali yav girls smoke madalla evlu oble tuuu en baralla over acting ge en kammi ella .....evlge yaru vote madta ella adru yake edalo arta agtila ??,Gender
304,Nodthini ninna dummaboss shateranigen kombu edya,Others
6333,First a sule magnige hodibeke tayna keyya carectagi matadoke Kali le ninnamman nimmantavre jati jati anta saytirallo thu,Religion
5603,"1st of all shame on you BTV, to bring this kind of people for interview.. just for TRP",Others
214,Tika muka eradu kade bhajari batting,Gender
6077,devru anta idre ningr satta melu Elli nemmadi kodade ietane,Others
6489,Eee B TV boli maklige met metali odibeku .. sonu kadak answer anta bere akavre .... Arda e media endane enta room edda dagargalella tv channel alli bandavre,Violence
6244, nim moun tulla randi magan,Gender
563,Darshan belita iddare avrige hechhu fans followers iddare annode ivatt darshan avrige kaarana hinta avamana......modlu indrajith sir sandhesh sir modlu obra vishya na innobra hatra helodanna bidiii......yesht clear aaagi heltiddira modlu nimm ibrigu baibeku.......,Gender
5614,Thu nin janmakke benki haka,Gender
2242,Ashwath Avanamukkakke ugire Avanu Shashakana Stankke Nalak,Political
3999,Uguri makkake bjp nanamakluge,Political
1764,"Nehru the true villan of the Kashmir problems pandits hesaru helkkondu mosa madida deshakke.. Sins of Nehru, indira Gandhi and Rajiv Gandhi ella vapas bantu in the same way of terrorism. God punished Nehru family for their dwesha hindu gala jotege.",Political
7589,"Wow wow!! First of all Huch nai Kachiror thara idd baddor Hinde yella hogi Kannada Mathadi, hanganni hinganni annod bidri. Nachke Agalva ee TV Navrige. Avrenu nim maneliro 3rd standard maguna ? Hadu helu, dance Madu and takshana kuniyoke ? Nim mane kelsdora avru. ? Niv helidnella helbaka ? Illandre baying bandange henmakligella baytira. Namma Karnatakada mana maryadenella mooru Kasige Haraajakta Idira. Thu ee mediadavru. Hyderabad averagi Avryakri RCB support madtare? Kannada sportsperson Chennaige hogi. Whistle podu Andre sumnirtira ?",Geo-political
3035,Wold alli 57 muslim contry alle eshto varsha dinda hindu galu kelsa madtha eddare ..awarella enu mathantara aagbitra edella bjp sule makla vote bank politics ashte,Political
4093,yena.rajakarnigalu..YEKVACHANADLI.MATHDTHI...AKARGE.DESPANDY.APATIL..SUSMSRUTHANAGU..YEN.RAVDIJM.THara.gadaresoda.bidu..,Political
3032,"Guru 1 girl life spoil aadaru kuda idu international news, forget about numbers, just see the Maintality of islam people",Religion
5951,"1947 ninda 3-4 lakhs braru girls inter caste marriage agide, evaga aa brahmru janasankhya 1% ge elidide karnataka state alli nodi next generation ge hennu galu sigta ellavante e kannada bramru galige, Pandit rige pujari galige yaru madve madi kollalla becoz avra Juttu, oonde nama, brahmru girls heighly qualified &amp; ganchali or Inter caste marrige agi diverse kottu single parent agiertare anta hetare public janru, ennu 100 yrs alli desh dalli brahmru erode ella <br>Extent agi hogtare, avrige makjalu only one erodu",Religion
7724,50 kke 50 Jana yodharanna bali togobeku,Violence
2963,"ishtu davalatta ivlige, mentor madida punytma photo kodunindu ??",Gender
2531,Guru bitta karate mele action agabeku bro....a chodimaga sayabeku and a tara brain wash hogaladisabeku....,Violence
6372,Actually Actually Gandchali  nettag kannad amatadak baralla en ee madrasi galdu,Geo-political
7174,Ban BJP rss Bajrang dal,Political
4540,Ninage Bharat Ratna award kodabeku. Sayuva kaladalli Bhatta fish tindu jati kettananthe. Dana thinnuvudu bittu.leader kushi padiseke Kuri mutton thintheya mutton channagi behisu illadidre loose motion anguthe.,Violence
6587,Le Bosdk nale nadiddu Saytiya yak beku le ninge sulemagne,Gender
1482,Neevu bitti buildup tagolodu horgade kannada maatadoke yochane maadtare kevala nodtare yar yargu doddavralla neevu bitti buildup kotti belsodu  namge bele kottorge maatra bele kodri bittakki entornelaa odoru ogtaa erli,Geo-political
536,Haridu hoda tootu,Gender
6822,Bolimagane bomahia,Political
5920,Ivna yar speaker madidh maklu thara adthavre olleð¤¦ââï¸,Political
7793,Pavitra gowda darshan ond room ante ante ..thu ivnobba celebrity .. kachada bolimaga,Gender
3194,Ninnantha maglu idre think madde en madthare,Gender
4313,Only elections gimmick,Political
7379,"Pakistana nodu omme gottagutte, tarle nann maklu kayyara Congress ge votaki visha kudibeku anta yidare baddi makluge gottagtilla Adu visha anta , ketmele buddi bandre yen prayojna helhi, ",Geo-political
3717,Dabba speaker ð¡ð¡,Political
8025,Sulemaga siddukhan,Political
5777,Dove rani preethi hesralli murder madidlu,Gender
6457,"pratham topic bagge mathadu namgenu bejarilla,  adanna bittu huchnanmaga antha helthiyalla nalage swalpa hiditha irli",Gender
3189,"Modalu gandasaru nodbeku<br>Yakandre maneya gandasaru nettagiddidre maneyalli yellaru nettagirthidru<br>Modalu drinks ban maadbdku<br>Aavaga gandasaru nettage manege bandre<br>Yella sariyagutte<br>Ee filmalli bari hennumakkalanna thorsidare, aadre yestond gandu makkalu Muslim hudugina madve aagi, Pranav kalkothidare<br>Edannu thorsidare channagitthu??",Gender
4505,Vayasaada Kona maneg nadi rajakeeya madiddu saku,Political
6330,Ninge ithra nataka adoke Bartha ninge bhu,Gender
1741, ninnatahavaru bhunige bhara hennago badlu gandadru agbarda,Gender
2554,Cm basvarj bomai ninna hatir Bal eill aragendr nar eil BJP,Political
6702,Amma Munda hakkoa batta na adhu nenu first correct agi kuthko,Gender
5911,Psi scam congress navaru madiddar anta nivu madtiddira Tu nim Janmakke.,Political
485,Bolimagane fixing illla yen illa views goskara yeneno helbeda,Gender
4503,Solenanmaga pratham. Huchha na ivanu,Gender
7731,Halal kora,Religion
5317,@Manjunath Bg enge edre tikha oditare,Gender
7102,Nim Boss Biryani tinnakke Hogtare sir  we die together antane Obba Hennumakkala Tandeyagi Modlu avanige Torisbeku,Others
2908,Hindu virodi,Religion
1568,Finals ge RCB v/s Lsg match agbeku. Avnajji avath heavy margin indha win aagi gambir ajja nd Naveen kaka na innu heavy ursbeku bidbeku and even avesh Khan avnig anthu attadskondu hodibeku,Others
1805,Nachke agli avl janmakke,Gender
812,Fraud Ashwath Narayan nive heege madri,Political
6634,Esht janara kade shot hakskondu . Bathle video torsi dudd madi mane katsdri,Gender
7413,Hindusthan sangitha bharthada sangitha Muslim&#39;s sangithalla e murkhanige islamalli music andre haram antha gotthilla mamsa tindu tindu boltagibittavane avara kale avar deshadalli modalu iralilla bharthadalli hege ayithu matthe islam deshada kattadagalu a rithi nirmana vayitu modalu indiada telentgale nirmisiddu avara techlogy alla,Religion
4424,Eee Saab soolemakkklige boot ?? kalalli hodibeku,Violence
149,Lo bjp iddaga male barutte nim Congress bandre bargala,Political
7794,mana mariyade ella thu.....,Gender
300,Yavvvvva bagal gotte illlla nodu,Gender
6520,Ye Malleshappa mund vandina Benni chori hakataralla avag tiliyutte,Violence
1545,Adiveshan heasrlli jagla adtira matte Government duddnna nive loti hoditira janta duddnna maja madtiddira,Political
4181,Neenu 1 kg mamsavannu thegedukondu hogi onchur visha haakond sathoguð¤¦,Violence
5944,yarige bekittu inthadella avar hatra en ide bomb irbek ashte,Gender
3302,700 kotti anthe... thika urkondu urbaglagthane siddaramulla khan... ððððð yelrigu kuthkolli antha order madthane siddaramulla khan... ððððð,Political
4021,"Big boss 10 ge yar yar hogoke ista padtira, ivaginda ne batte bichi kuniyoke start maadi. Ella taayandiru tamma hen maklu na prepare maadi ee mahataayi tara",Gender
7317,Yene heli swamy congress govt bantu andre baragaala anta arta. Daridra paksha adu,Political
8003,Nimma amman Sule magane,Gender
5209,Already obbun saysde. in yarna saystiya,Gender
2529,Lkb Nan makla nimma novvu only Brahmins ge maatra DALIT galige illa,Religion
4556,"Hello Bjp bhaktre, modalu keelu jaati, melu jaati annuvudannu nillisi aamele nimagala pungi ooooooooodi.",Religion
3204,Nimma appa elva nin antha magalu nodi hodi hodra papa avaru nimma antha magalu yarigu beda antha nine kelko deevarali,Gender
4414,Lo neenu first thakath idre government virudha strike madu,Political
3380,ivalu bijapuradalli irabekadavalu benglurgogi ond daravahinalli acting Madi estond sokku Nam hindu darmadalli obbane nodu obbanbe manasalli obbanne madvi agbek evalu evag belitaiddaval istond sokku innu star adre mugitu,Gender
3422,Neenu helodalla edana avaru helbeku gotayata muchkondu manege hogi thandirodana thinnu,Others
7927,"@Bharath NP ðâ¤ Kalaberike Nivugalu, Navu E deshada mulanivasigalu bekidre DNA testige ready edira?",Religion
6365,SULE MUNDE GURU EVALU EDU ONDE MATHU,Gender
2369,Handi nanmaga neenu,Others
418,"British avru Bandaglu Nam jana Yen mathadilla, Congress 70 yr looti madidru koogadlilla, <br>Yaro Obru Prajakeeya andre yaru vote hakalla. <br><br>Vasthavadalli badukodu kaliri avaga Nija yenu annodu Gothaguthe...",Political
3758,Guru neeven gu gambir gu kobu jaste ede naveen career mugethu Aste,Gender
6539,Nam urallu 2 jana sex workers idare avrnu interview maadi ??kachada Chanel ??????,Gender
2878,"Naayitara road mele khanda tagondu tirugabeda yallarannu torisutta yekendre drusti aagi hotte vubbi sattgittu hogi, manege hogu sumne , naavu bedaru naayakaru ninna Hage road mele torista hogalla ,ghass ð irive kacchidangayitu ninage alva ,hogo mudiya bjp bagge heltiya bedara kula nammadu bjp ge avaj madidre haddina Hage harkondu tindaktivi ninage ,janata nirdhara janakke gottide adakke bjp bandide ,naale Congress barabahudu adre sum sumne saayabeda yarigadru baidu ,pukkatte sikkiro mansa  sumne tagondu hogu ,sikari madi ,beteyadi tagondu bandre ninage tiliyodu ,sumne tagondu hogu manege bye",Political
4220,Raktha kudhiyutheð¥ð¥must watch no Muslim and Hindu all r one guys God never created ur Hindu and ur Muslim idella nav madkondirodu,Religion
785,@Seenu N le appi hogi maneli amma yendru madirthare tindubittu uchhe uyyidubittu malko ogu aste nin jeevanað,Gender
3286,News 18 channel nimaghe maadalu kelasa ilva? Oota madalu biduthilla,Geo-political
4137,Thudugu thullu yak thorishide bidiki,Gender
1403,"Caste reservation Increase ge estondh kade horata madthare. but obradhrunu helalla, caste remove madi.<br> jobs sector, education sector ella caste enthuk beku. bekadre internally familys li caste religious eniruthe adh follow madli. but e reservations adhella beda. but politicians nu caste remove madi antha kelalla, yakandre ha b*<b>*</b> m*<b>**</b> ge, vote main, ha particular caste avr avnge vote akthare, so avrge jasthi support madthane reservation kodsthane. so yarunu reservation thagiri antha helalla. karma guru",Religion
7540,Inta tukali bevarsigalu irodrindane hindhugalige inta paristiti bandirodu,Religion
608,"Nimge education gintha darma ne mukya agoytha, Thu neevu buddi kaliyolla bidi",Religion
1663,Sumne hogappa 6 thingalu modlu Modi kerala kke babdidda aaga helida maathu kerala dalli ondu seat gelbeku adakke sahaya kelalu hodaddu cristiyan church father commietty ge helida maathu cristiyannaru ee Sala bjp ge vote haakbeku   eega cinema  ondu vele Gujarat files cinema bandre Modi Amith Sha maadida hanrbaraha horag barutte,Political
6664,Yava randi makkla e kitogiro chanal n follow madatirooo ??????,Gender
5562,Suddu bolimag kallanana maga,Political
569,Pakishanannu nam Vasa madkobeku,Geo-political
53,Virat yalli .Naveen yeelli .cricket naa haltinovnatra hinu cricket halli kan bido hiro paphu  madadhute ðð,Gender
5863,Thu nen janmke benke hakal daridrvali.henth hudagan miss madkondi,Gender
4168,I hate saabru sule maklu,Religion
5370,Sir English version oddi sir neev English bere Arabic Alli bere erutha helli.1st page Alle est saati tallege thumbodu eruvannu obbane adu alla matra antha .neev open mind inda odi avag nimge ansuthe.,Others
5870,Nale nim manege bandu nim maneyavaranna madtarala gottagatte bosdk ninge,Others
5794,navu avara movie nodtivi anda matrakke neeru current ella kodtivi anta alla .. Bitti biddavre,Geo-political
7822,Avn gandsagidree comments sections off madtirlolla??,Gender
2639,Avlige matanaadoke baralla enri nev btv  avru,Gender
3328,Sule na karkond bandu olle chance kotre hinge hagodu.,Gender
2059,"Munde magne, ade 650 ge 20 kg ragi barthade Or 15 kg rice bathade one week thinhidu. Thin munde magne.",Geo-political
1119,ha ha  news  channel    galla ge    .doddha     namaskara.     thu   nima   janmakistu   .,Others
7306,yarig huttidiyappa punyatma,Gender
6805,Mosale Mangan aata shuru ayatu,Gender
5186,"Hindhu Na kondaga  helogidappa <br>Allal certificate bandhaga hel hogiddappa <br>Kashmiralli hindhu galna Nasha madi kole madi rape madidaga Elli hogidde<br>Masidihalli Kashmir bittogi ,illandre kole madthini antha anunce maddaga yelli hogidde .<br>Convert madidralla avag hellidde .<br>Pakisthan zindabad yeldag hellidde .<br>Terrorism maadidag helli hogidde .<br>Allal mark devara prasada mele akdag hellidde .<br>Ninu nijavada hindhu drohi ,congressigga <br>Tirupathi temple Alli muslim avarna administration Alli akidralla avag hellidde",Religion
6941,Aaa naveenunge loude nan maga nam boss munde ennu childu avnu shaa antha nigrutoune avnakkan,Gender
1258,eshtu episodes madidru sakagalla ee tamilians boli maklige en beko,Geo-political
6648,Aa kitodoluge horage haki pastu,Gender
2892,Money idre ne manusya antha prove madbitllu,Gender
450,"Mutalike deshdrohi ,afjalguru deshpremi    adre illella irodu alla deshdrohigale..newso news",Religion
3876,Benki ittu aithu fake movies madi Idhella BJP ya shadyantra janara imotion na jothe aata aadtha iddhare aste,Political
1736,Vikas hego hage avnu video madirodu.<br>Think madi  vikas ginta jasthi dailog hodidane aduke batte bichirodu.,Gender
6898,"Ninge mutton puksHate sikkidhe adu congress inda, jothege ond bottle kuda yettidiya , script sarige rehearse madilla martihoogtidhe, ninge acting bartilla, next free sigalla mutton ninge",Political
6394,Sir evalu turki antha gothithu adukke nanu yavathu e chappar na abimanishilla   p v shindhu ??,Gender
5406,Rakesh adiga roopesh shetty bitre yar sari illaaâ¦ yella dove,Others
1114,Ondu kelsa madana aunu yalle erli tandu kochi kochi charga madi bisasana,Violence
3610,Nimmouna tullu,Gender
3896,Thukli nann maklu,Others
3869,Sariyagi dhengdhe guru,Others
5045,sattmele avanenu swargakka hogtane..ille kengeri morili bidd saytane,Gender
3702,Pakistan zindabad ani Anri anthale aa Sule indiadhor beda antha Pakistan thunne hudikond odhalu,Geo-political
1456,LOPers nan maklu Pakistan terrarist suver nan maklu,Geo-political
748,bolimaganige chappli tagondu badi beku,Gender
6957,Tika ganchalli thooooooo stupid,Gender
2365,Superr vikash anna???? karnataka da ella hennu makkallu nanna tharane anthale dagar munde,Gender
5854,Dagar gella interview beka btv yav nashemadthare antha gothagthilla darag galuna bitti bere yarigadru interview madad bitti sayyi????,Gender
3179, nim moun tulla randi magan,Gender
7910,Hijab Namma muslim hudugigalu hakku adhu yaava hindu naayegalu hamdigalu helakke hakku Illa naavu muslim helthine neevu hindu hudugigalu sindoor bindi mangalsutra dupatta batte Illa school colleges banni nu heli,Religion
7550,Huchha mudya rajkumr avru gokak chaluvali madidaga elli hogittu nimma kannadabhimana evaga bandbitru bevarsigalu,Geo-political
2548,Yak beku edella e tv avru sari ella troll madli antha e thara interview madthare evaru...sonu ning buddi barralla ma ege adthiyalla...,Gender
5934,T muci. Kondu Allaregu tket kodisu Swatantra horatagararu Ede deasha ka astu kàsta paterabeku narameda modiya bage yake estandu aluve,Political
2326,Murka 1 kg yak 10 kg tago nin tale paka ladi ninu turk jathi,Religion
425,Nimge kuda dikkara ee mullagalella seri desha haalu madtare,Religion
4390,Sule munde nA kyakarsi hugthu hatti avla ache ge,Gender
1101,Hogo loper thatha nin hentha sede anta gottaytu ninn maklu hingena hijdagalu,Gender
6497,Amma Tayeee DC yean Court Kinta Dadavvara Avre Sarkarada Kay Kelage Kelsa Madodu Innu Neenu Avara Hatra yean Hogtitya Innu CJI Hatra Hogu Ninge Nyaya Sigute....????,Violence
1728,Nayee  soole maga bogaltane,Gender
3908,I dagrn live karsiddu yaru avran  metttale hodibek,Gender
950,ley child Sonu nina mukake,Gender
7496,Lo sudeepa yako Nayi balu baltidiya. ? E daridra bigboss show enda janakke yenu msg kodtidiya amikkond maneli kudu film madoke dam ella andre.. saniya matte Roopesh ge yenu byiyodilla e mindri maga,Gender
6078,Ivlu yav sime thayi guru,Gender
6133,Sabapathi bjp kade iddane belavanige agbardu atara madi <br><br>Last time ondu Muslim chikka hudugi modi avarige ye helidakke jailige hakidru same kaon ivarigu agbeku ð¡ð¡ð¡ð¡,Political
6764,<b>Yarale eki estu matadtala</b>,Gender
5337,Mandya MLA galu katte kayiri,Political
3812,"yaru maadabarad tappe maadiddu avlu , idu India . usa alla ella torskondu duddu madoke",Gender
1199,Evlige evr amman hatra matadstirode avamana anno hage nadkotidale,Gender
5735,Thu nin thulge,Gender
3905,Eee thgaaalapaaaaa Evat evl ammmaaathaaaaaaae ge unity nenpaaagide Evyalaaa Nasguli nimdu Rajinithi anthaaa yalrigu gothu sumne unity antha dove bidbeda thaaaeeee eli Ond hennina thale Mel ero batte Mel estond dveshaaa ero chadddi gal nivu Nim holss bai yali Unity anthe ð¤®ð¤®ð¤®ð¤®ð©ð©ð©ð©ð© nimgalig Helð© thindru 4kasin bhudddi baralaaaa,Gender
4830,Sadane bidi swamy.... Nivella change agalla.. est kottidhare duddu ee election ge?,Political
4583,Le sidramullakhan bolimagane yava seeme nayaka ninu uri iddirabeku,Political
3492,evonon shikshe ge olapadisi.,Violence
3643,Sagar friends galella   sonu akkana  bathroom video nodi yeshtu sala jatka hodididaro,Gender
1928,Pratam ninu nayi tunnige huttidu bevarsi nann magane ninu tunni magane,Gender
7173,Avanu lofar kd  one aswath narayna 4200000gandu pimp to RSS aso criminal Jana chpyleyale hodhara,Political
119,Ye maga thikka mucha namm pm bagge matado yogyatene illa ivugalige,Political
3609,Metere agauke avlu layak illa,Gender
6815,Kundigas nimm nimm jati nodko hogi ,Religion
7559,"Dalitar Mele Halle adaga Avar manegalige Benki hacchi suttaga Nivella yalli eddri agelli hogittu nimma dwani, Brahmins mele Halle adag ,adu Hindugalu,Hindu Dharmada mele Halle,Ulidavar mele Halle adag adu bari Jatige matra simita agirutte Alva?",Religion
7336,Nina.meravange.madidarll.Ninenu.helodu..ninahathra<br>ero.hanadalli...115.mla.galanna.karedisaboudu.....,Political
7677,No 1 dagar in Asia,Gender
417,Onde ondu matigu answer kadalla bari Pakistan Hindustan Muslim Hindu China lock down anta jangalige huchar madta iddare,Geo-political
2277,Le ninama muduka elo indu kg free mathe indu bottle free kotavre anste aro muslim  ninu namage e Hindus bage helodhu mathe kalsodu  first ninu kaltko okk naa gandu muduka,Religion
5199,Sidda pedda,Political
2641,Ttuuuuu Btv channel ??,Others
2645,Fake news. Yaryaru antha helo.,Others
4317,"Thu,aullu madta iro dou nodidre,Alle hogi odi beku anstide...??????",Violence
60,"Ah sule na Inna yak itkondidaro, ah sule ge yaru vote madolla first of all.",Gender
7895,Nin kanthri thirboki kachada  channel  ge rohith sharma kandre yak uri adunna helu first,Gender
1993,"Nimge Jana enagadru vote madthoro ,",Political
1154,"Muslim virodi galela ,hebrnanmaklu",Religion
1862,Next yavanige sikathalo paapa aa nanmagnige yejalu eegin kaladalli na hudugiru yellaru avarannu nodbeku andkonde barthare munde maklu sari naavu nodithre kelthare ninge akka thangi elwa antha antha munderu ge hinge aagodu olledaythu ninu yenu hudugaru astu kilu andkondiddiya anubavisu ????????,Gender
5803,Sonu gowda nayiya  sadhaneya hinde iro Shrama sikksikkorge batte bicchi torsodu avlu antu nayi...nayi helakku bejaragtide nayige olle buddi adru ide .ivlu kachda ge neevu publicity kodtiralva neeventa kachda agirabhudu,Gender
6590,Congres siddu mugisoku modale siddu congres mugistare bidi avaridre congres kathe harohara,Political
11,3rd class channel...dubba Thuee reeti ketta rajakarani galanna yake etti hiditeeri ivarella enta nayakaru,Political
7099,Yarraadro a muddi manusyana bayige mannu haaki .. thumba bogalthalidare,Others
4522,Huchha ninna muslim convert madi taliban ge kalastare ee bolimaklu,Violence
4127,Ivane dodda kala ivanu hatra hogi question keltira,Others
7937,"Dodda sulle evallu rate este 599 ,699",Gender
5747,Arlo Marlo baege bnda hage mathadthare siraamayya,Political
911,Muslims namma anna thammandire sari swamy aadare Hindusthani sangeetha Muslims kodugena!!.. Thale kettidya nimge.,Religion
3078,Bro naveed sulemaga tika ganchali à²®à³à²à²à³à²¨à³ kirick madiddane bere players jote,Gender
4428,Pakistan nayi hareti akige hanga maduda ada,Geo-political
5538,Rahul ð Sidramaya ð ... Congress ðð. ... !!! en helli bogus raja,Political
2941,Nima ajji thulu ????,Gender
5648,Evl yaro loose erbeku ??papa avr amma,Others
4506,Shame on BTV.. y are u calling these people media marayadene thegithidhira,Others
4803,jaylalitha iddaglu ee vishya ittu alva eshtu rajkiya madodu,Political
2343,Shem... Shem Congress... ððððee thara cheap cheap agi adtira,Political
2875,ella muslim rannu saysi,Religion
2608,modlu kanrnatakadalli unity belsi.. nanu belagavi inda.. ille jana hodadadi saytare,Geo-political
4580,Thu ivrige nachike mana maryade annode ilwa ivlu nam kannadada hennumagalu anta heloke namge nachike agtide??,Gender
5326,Naveen ge ide Maari à²¹à²¬à³à²¬ next,Gender
1357,Aa Kitthodh mundege Chappali thagondu hakodu bittu yaaru madde iro thappu avlenu madilla antha helthyalla Avl Para ne mathadthyalla Thayi neenu????,Violence
5632,"Jai, BJP,. Lavde Hogi kashmiri file film du",Political
6091,Muslim nodidre sittu barathe....,Religion
7757,Nodri tv channel nali kuthiro anchor du and Sonu du battegalu nodri.. ashte yaake bicchidira.. innu poorthi bicchi kuthkondbidi. Sonu du second video ne beda. Idhe nodkothivi.,Gender
5146,"Ivru yav saadane madidare, karma ????????????????????????????",Others
1274,RSS nachike  agabeku,Political
3604,stupid kandidini muchkond kutko,Gender
1013,Suli magna niv fixing madkondriii,Gender
40,Amaanaveeya vaagi koneya kshanadalli 24 Kashmir pandit mattu 1 magu ivarannu gundikki saayisida kroora Muslim galige nanna dikkara.. ð¡,Religion
1247,Avrenu hindhusthana sangitha madthidhru ninenenkilthiddhe nineshata kilthiddya,Religion
7154,Mannige Anna tintara???? Yan Amma tayee first kannada mathadhu kalthko,Gender
4096,ee video dalli antadenide bonte.. like maadakke.....??,Others
3429,Kutkolo tullee Bomaiii bjp avru kituu gudee akirodu du ediviii tulgaa,Political
6881,bjp yannu rajyadinda oddu odustaare,Political
6029,ivarella nam rajya alo nayakaru thu,Political
7888,Hettha thaayi munde kaal mele kaal haaki thundu batte haakondu irakke naachike aagalva boli nan magle,Gender
3193,navu enu anta namage matra gottu nimage heli enu agbekilla,Others
3504,Famous ghade . Santeli avvan nodudmele Manel maglan hen nodtya anta ee baddev nodi bardirbeku????,Gender
2562,"Dagar dagar dum dum dagar dagar ð, shame on all of them",Gender
492,namm politicians ee tara irodrinda ne terrorist ge avakasha jasti agtide.. thu politics,Political
4126,American English yarigaadru istu English barutte Sonu pls poorthi English nalliye interview kodamma.... Nodoke chennagi kansidre saaladu....  Nota anda  upayogakke barode keluvakke,Gender
1643,Ennu swalpa makkugiri,Gender
4501,Yatha.raja.thaa.praja.deddu.nenu.x.cm.andre.x.raja.nanu.praje.nanu.yavdai.pahkskai.seraidvnalla.seddu.nenu.nanna.kshetrdallai.elxnalallai.nanna.verudda.frutest.madu.,Political
4691,Ha batte bhichkondu thorsu antha kalskottidare,Gender
2286,Sariyage helidira sir avarge benlore beku tamilanadu ge water beku yavadadru 1 select madka beku nivu matanadiddu 100%GOOD.,Political
5060,Talk properly with your ????.. <br>Bevarsi ??????? mataadu nim amma na jote..<br>Thank God nin appa ?????..??,Gender
5350,Naveen hogene avn inna satta king na  face madoke agutta,Violence
5088,Yee  hadargitti.     iee  picher madisiddu  nim  BJP  yee  sullemaklu.       idu bare  calpanika  aste.    Nijawagi  aagiddu  alla  . Nim  tale  tumba  shagni  mutra  tumbi  hogide   thooooooo  thardklas sullemakla.      Sangi  chaddi  sullemakla  thooooooo,Gender
7067,"Nin yaro haa genocide supporter errbeku , first tolguu nan magnee.",Gender
3400,Enro anna thaane thinnodhu nivu,Gender
6255,Hakri suley maganna nenu kambakkey,Violence
655,Mucho saku mulla nann magne,Religion
7406,"Boli maga ashwath narayana ,ninna hesaru ashwath naryanana badalu &quot;&quot;&quot; naisulymaga ettuko&quot;â&quot;&quot;",Political
1507,Avaraa koduge ð???ð??? avara sangeetha hazaan koogoduð?¤£ ninu huttidu byarige ð??¡,Religion
